model,rounds,criterion,depth,weight,feature,subsample,bootstrap,learning_rate,best_iter_mean,best_iter_max,cv_loss,cv_std,train_loss,train_std,used_time,folds,Xshape,option,
ETC,600,entropy,40,30,0.5,1,FALSE,,,,0.468572955,0.000863793,,,2612.950947,5,"(114321, 108)",[],
ETC,600,entropy,40,20,0.5,1,FALSE,,,,0.467032142,0.001028531,,,2775.786864,5,"(114321, 108)",[],
ETC,600,entropy,40,10,0.5,1,FALSE,,,,0.46461242,0.001195469,,,3560.271068,5,"(114321, 108)",[],
ETC,600,entropy,40,5,0.5,1,FALSE,,,,0.462035147,0.00128259,,,3421.836798,5,"(114321, 108)",[],
ETC,600,entropy,40,2,0.5,1,FALSE,,,,0.460400293,0.001399136,,,4162.667818,5,"(114321, 108)",[],
ETC,600,entropy,50,30,0.5,1,FALSE,,,,0.468572955,0.000863793,,,2769.794614,5,"(114321, 108)",[],
ETC,600,entropy,50,20,0.5,1,FALSE,,,,0.467032142,0.001028531,,,2736.224614,5,"(114321, 108)",[],
ETC,600,entropy,50,10,0.5,1,FALSE,,,,0.46459979,0.001191852,,,3367.454568,5,"(114321, 108)",[],
ETC,600,entropy,50,5,0.5,1,FALSE,,,,0.462050818,0.001323016,,,3468.337266,5,"(114321, 108)",[],
ETC,600,entropy,50,2,0.5,1,FALSE,,,,0.4604777,0.001198752,,,4206.705201,5,"(114321, 108)",[],
ETC,600,entropy,60,30,0.5,1,FALSE,,,,0.468572955,0.000863793,,,2809.693466,5,"(114321, 108)",[],
ETC,600,entropy,60,20,0.5,1,FALSE,,,,0.467032142,0.001028531,,,4557.410778,5,"(114321, 108)",[],
ETC,600,entropy,60,10,0.5,1,FALSE,,,,0.46459979,0.001191852,,,4711.896887,5,"(114321, 108)",[],
ETC,600,entropy,60,5,0.5,1,FALSE,,,,0.462055246,0.001318107,,,4715.429324,5,"(114321, 108)",[],
ETC,600,entropy,60,2,0.5,1,FALSE,,,,0.460443897,0.001191575,,,4664.443914,5,"(114321, 108)",[],
ETC,1200,gini,30,2,0.5,1,FALSE,,,,0.46143158,0.00160305,,,20862.43165,5,"(114321, 108)",[],
ETR,100,mse,10,6,0.5,1,FALSE,,,,0.477188421,0.0024578,,,261.4238629,5,"(114321, 108)",[],
ETR,600,mse,10,30,0.5,1,FALSE,,,,0.477876281,0.002598095,,,1522.510384,5,"(114321, 108)",[],
ETR,600,mse,10,20,0.5,1,FALSE,,,,0.477497284,0.002607157,,,1550.115353,5,"(114321, 108)",[],
ETR,600,mse,10,10,0.5,1,FALSE,,,,0.477115866,0.002508928,,,1667.594261,5,"(114321, 108)",[],
ETR,600,mse,10,5,0.5,1,FALSE,,,,0.476932444,0.002492922,,,3450.110989,5,"(114321, 108)",[],
ETR,600,mse,10,2,0.5,1,FALSE,,,,0.476601774,0.002649532,,,1805.514582,5,"(114321, 108)",[],
ETR,600,mse,20,30,0.5,1,FALSE,,,,0.469025817,0.002760184,,,2544.666898,5,"(114321, 108)",[],
ETR,600,mse,20,20,0.5,1,FALSE,,,,0.467659497,0.00268445,,,2612.897136,5,"(114321, 108)",[],
ETR,600,mse,20,10,0.5,1,FALSE,,,,0.465325525,0.002634407,,,2856.265164,5,"(114321, 108)",[],
ETR,600,mse,20,5,0.5,1,FALSE,,,,0.463421619,0.002420695,,,3020.607657,5,"(114321, 108)",[],
ETR,600,mse,20,2,0.5,1,FALSE,,,,0.461755623,0.002426742,,,3183.04941,5,"(114321, 108)",[],
ETR,600,mse,30,30,0.5,1,FALSE,,,,0.468907793,0.002750069,,,2512.120321,5,"(114321, 108)",[],
ETR,600,mse,30,20,0.5,1,FALSE,,,,0.467487083,0.002752139,,,4428.27422,5,"(114321, 108)",[],
ETR,600,mse,30,10,0.5,1,FALSE,,,,0.465047628,0.002828698,,,6315.13298,5,"(114321, 108)",[],
ETR,600,mse,30,5,0.5,1,FALSE,,,,0.462928355,0.00250305,,,3382.771799,5,"(114321, 108)",[],
ETR,600,mse,30,2,0.5,1,FALSE,,,,0.461881673,0.002369409,,,4011.26542,5,"(114321, 108)",[],
ETR,600,mse,40,30,0.5,1,FALSE,,,,0.468917579,0.002748944,,,2764.388684,5,"(114321, 108)",[],
ETR,600,mse,40,20,0.5,1,FALSE,,,,0.467455711,0.002745659,,,3007.126829,5,"(114321, 108)",[],
ETR,600,mse,40,10,0.5,1,FALSE,,,,0.465066623,0.002754231,,,5324.982976,5,"(114321, 108)",[],
ETR,600,mse,40,5,0.5,1,FALSE,,,,0.462986784,0.002493415,,,5794.617822,5,"(114321, 108)",[],
ETR,600,mse,40,2,0.5,1,FALSE,,,,0.461957538,0.002389094,,,7122.412229,5,"(114321, 108)",[],
ETC,500,gini,10,2,0.5,,FALSE,,0,0,0.461019068,0.003671249,0.436992528,0.000623597,359.1236241,10,"(50670, 27)",[],
ETC,500,gini,15,2,0.5,,FALSE,,0,0,0.450236666,0.004265261,0.337644256,0.000878343,525.9847341,10,"(50670, 27)",[],
ETC,500,gini,20,2,0.5,,FALSE,,0,0,0.448877782,0.004815847,0.213036354,0.001255561,617.252234,10,"(50670, 27)",[],
ETC,500,gini,25,2,0.5,,FALSE,,0,0,0.4501,0.005118833,0.135499181,0.000855975,650.4291921,10,"(50670, 27)",[],
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.450012917,0.004282769,0.349034209,0.000755565,467.053679,10,"(50670, 27)",[],
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.44774498,0.004563244,0.227497707,0.001712716,612.7978129,10,"(50670, 27)",[],
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.448995332,0.005069685,0.140053339,0.001029496,654.118046,10,"(50670, 27)",[],
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.447728441,0.004587995,0.343350968,0.001558879,492.9853489,10,"(50670, 27)",['bernoulli'],
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.445682087,0.005686728,0.226633967,0.002419492,641.673429,10,"(50670, 27)",['bernoulli'],
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.447285513,0.005542519,0.144359742,0.002267724,696.425395,10,"(50670, 27)",['bernoulli'],
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.447291569,0.004528284,0.33576352,0.001140174,576.5482321,10,"(50670, 27)",['onehot'],
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.445252706,0.005036588,0.211100473,0.000970433,721.434808,10,"(50670, 27)",['onehot'],
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.446230083,0.005476108,0.127409081,0.000889121,774.8906579,10,"(50670, 27)",['onehot'],
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.447058271,0.004526367,0.336604999,0.001241974,797.0070119,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.445501142,0.005187076,0.214358275,0.001676066,939.810266,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.447374628,0.005808725,0.130359504,0.001577096,1088.333429,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.448981683,0.004250596,0.347878907,0.001185849,678.585943,10,"(50670, 27)",['onehot'],
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.448325117,0.004880301,0.228307335,0.001780765,800.871784,10,"(50670, 27)",['onehot'],
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.450454356,0.004913968,0.140710596,0.001333347,891.8899269,10,"(50670, 27)",['onehot'],
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.447818319,0.004866683,0.335928577,0.001070691,1119.551307,10,"(50670, 27)","['onehot', 'logit_feat', 'bernoulli']",
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.446891077,0.00546747,0.218500762,0.001636455,964.426806,10,"(50670, 27)","['onehot', 'logit_feat', 'bernoulli']",
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.448649428,0.005686387,0.136572251,0.001440271,1120.616385,10,"(50670, 27)","['onehot', 'logit_feat', 'bernoulli']",
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.447663034,0.004874138,0.337797181,0.001093464,622.6145649,10,"(50670, 27)","['logit_feat', 'bernoulli']",
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.445643953,0.005321771,0.220296529,0.001791063,729.8134429,10,"(50670, 27)","['logit_feat', 'bernoulli']",
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.446882789,0.006105596,0.137449942,0.001511556,954.3670959,10,"(50670, 27)","['logit_feat', 'bernoulli']",
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.453451987,0.004957559,0.313762045,0.001032224,1370.403222,10,"(50670, 63)",[],degree=2
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.457026149,0.005388772,0.18916897,0.001415319,1493.23179,10,"(50670, 63)",[],degree=2
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.460705298,0.005549035,0.10775616,0.000798239,1636.168905,10,"(50670, 63)",[],degree=2
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.452931825,0.004670723,0.315710702,0.000843379,1022.915675,10,"(50670, 55)",[],"degree=2,only interaction"
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.456481383,0.005378467,0.190474485,0.001087874,1431.232554,10,"(50670, 55)",[],"degree=2,only interaction"
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.459639267,0.005203926,0.109321602,0.00101896,2645.282996,10,"(50670, 55)",[],"degree=2,only interaction"
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.449335323,0.004182598,0.348837686,0.000649592,1284.523794,10,"(50670, 27)",[],v50**0.125
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.447527448,0.004642182,0.227797287,0.001063532,822.6649721,10,"(50670, 27)",[],v50**0.125
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.448990617,0.005004502,0.140515382,0.001057861,1666.954665,10,"(50670, 27)",[],v50**0.125
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.446579271,0.004791536,0.33655375,0.000781207,1238.084769,10,"(50670, 27)",['logit_feat'],v50**0.125
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.44450675,0.005267961,0.212925274,0.0013799,1037.95019,10,"(50670, 27)",['logit_feat'],v50**0.125
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.445506864,0.005603564,0.128401217,0.000932166,1175.632375,10,"(50670, 27)",['logit_feat'],v50**0.125
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.446633421,0.00493002,0.337092992,0.001128329,2064.131948,10,"(50670, 27)","['onehot', 'logit_feat']",v50**0.125
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.445150971,0.005140219,0.215731373,0.001189675,1610.015215,10,"(50670, 27)","['onehot', 'logit_feat']",v50**0.125
ETC,500,entropy,25,2,0.5,,FALSE,,0,0,0.446313014,0.005588697,0.13123371,0.001170077,1672.060115,10,"(50670, 27)","['onehot', 'logit_feat']",v50**0.125
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.446290059,0.00490691,0.337772151,0.001028685,1073.585121,10,"(50670, 27)","['onehot', 'logit_feat']","v50**0.125, v10**0.25, v14**5, v34**0.25"
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.444908665,0.005343952,0.216851235,0.001721322,998.0435679,10,"(50670, 27)","['onehot', 'logit_feat']","v50**0.125, v10**0.25, v14**5, v34**0.25"
ETC,3000,entropy,15,2,0.5,,FALSE,,0,0,0.446097655,0.004867254,0.337620316,0.000973389,5247.172683,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,3000,entropy,20,2,0.5,,FALSE,,0,0,0.444495636,0.005319646,0.216416946,0.001314562,5652.653694,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,3000,entropy,25,2,0.5,,FALSE,,0,0,0.445748202,0.005839027,0.131686517,0.001045602,8275.830681,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,19,2,0.5,,FALSE,,0,0,0.444794321,0.005332901,0.239896605,0.001324907,895.442878,10,"(50670, 27)","['onehot', 'logit_feat']","v50**0.125, v10**0.25, v14**5, v34**0.25"
ETC,500,entropy,21,2,0.5,,FALSE,,0,0,0.445176588,0.005405588,0.195716847,0.001491897,977.920846,10,"(50670, 27)","['onehot', 'logit_feat']","v50**0.125, v10**0.25, v14**5, v34**0.25"
ETC,500,entropy,18,2,0.5,,FALSE,,0,0,0.444759329,0.004970226,0.264361958,0.001439965,869.9202802,10,"(50670, 27)","['onehot', 'logit_feat']","v50**0.125, v10**0.25, v14**5, v34**0.25"
ETC,500,entropy,17,2,0.5,,FALSE,,0,0,0.444861845,0.00486882,0.288903933,0.001356972,847.384825,10,"(50670, 27)","['onehot', 'logit_feat']","v50**0.125, v10**0.25, v14**5, v34**0.25"
ETC,500,entropy,18,2,0.5,,FALSE,,0,0,0.44472179,0.005221319,0.263593674,0.001120797,949.1114519,10,"(50670, 27)","['onehot', 'logit_feat']",add v62log
ETC,500,entropy,18,2,0.5,,FALSE,,0,0,0.444929424,0.005255938,0.263387718,0.00117035,1686.112756,10,"(50670, 27)","['onehot', 'logit_feat']",add v129log
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.444943811,0.00522482,0.2165405,0.001429681,928.6217189,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.06,,FALSE,,0,0,0.458066667,0.005110059,0.250750734,0.00088782,1650.27372,10,"(50670, 469)","['onehot', 'logit_feat']",polynomial&overfit
ETC,500,entropy,15,2,0.5,,FALSE,,0,0,0.44763,0.005406326,0.313350889,0.000968474,1127.693531,10,"(50670, 43)","['onehot', 'logit_feat', 'bernoulli']",divided features
ETC,500,entropy,18,2,0.5,,FALSE,,0,0,0.4487791,0.00570191,0.238099363,0.001265701,1659.220198,10,"(50670, 43)","['onehot', 'logit_feat', 'bernoulli']",divided features
ETC,500,entropy,13,2,0.5,,FALSE,,0,0,0.44784,0.005345096,0.361212016,0.000731712,1081.727993,10,"(50670, 43)","['onehot', 'logit_feat', 'bernoulli']",divided feeatures
ETC,500,entropy,18,2,0.5,,FALSE,,0,0,0.44587664,0.004958692,0.257370653,0.001181913,1033.901816,10,"(50670, 33)","['onehot', 'logit_feat']",
XGBC,900,binary:logistic,8,2,0.5,0.85,,0.0086,741.6,879,0.44909,0.005704016,0.3778832,0.004208138,1114.518807,10,"(50670, 33)","['onehot', 'logit_feat']",
XGBC,900,binary:logistic,11,2,0.5,0.85,,0.0086,619.4,786,0.449403467,0.005774564,0.308392402,0.007089464,1620.618024,10,"(50670, 33)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.01,,FALSE,,0,0,0.470919792,0.00454543,0.217236836,0.001311012,2763.331299,10,"(50670, 3000)",[],
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.445652555,0.005059333,0.214057301,0.00163731,1218.591561,10,"(50670, 28)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.445871072,0.005413093,0.222395644,0.002088995,806.9499571,10,"(50670, 28)",['bernoulli'],
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.445501142,0.005187076,0.214358275,0.001676066,1206.000955,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.6,,FALSE,,0,0,0.445499291,0.005359157,0.203976395,0.001813496,1287.224442,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.55,,FALSE,,0,0,0.445503094,0.005063529,0.209030515,0.001694563,2348.585679,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.65,,FALSE,,0,0,0.445294967,0.005432217,0.198383065,0.001805643,1930.013819,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.7,,FALSE,,0,0,0.445840022,0.005433916,0.194121337,0.001602641,1500.490999,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.65,,FALSE,,0,0,0.445234125,0.005458904,0.200891902,0.001614695,1504.651736,10,"(50670, 27)","['onehot', 'logit_feat']",
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.444654406,0.005380186,0.216299706,0.001466487,1093.530602,10,"(50670, 27)","['onehot', 'logit_feat']",add v62log
ETC,3000,entropy,20,2,0.65,,FALSE,,0,0,0.444839523,0.005549905,0.200755751,0.001332034,7669.191428,10,"(50670, 27)","['onehot', 'logit_feat']",add v62log
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.450538174,0.005446056,0.191348256,0.000798255,1169.089326,10,"(50670, 45)",[],
XGBC,900,binary:logistic,8,2,0.5,0.85,,0.0086,636.6,785,0.450493315,0.005438445,0.374315165,0.005378474,2296.592942,10,"(50670, 87)",[],
XGBC,1800,binary:logistic,8,2,0.1,0.85,,0.008,736.1,1127,0.450726464,0.005269902,0.379079811,0.006648613,2486.70763,10,"(50670, 408)",[],
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.44450675,0.005267961,0.212925274,0.0013799,914.1908019,10,"(50670, 27)",['logit_feat'],
ETC,500,entropy,20,2,0.5,,FALSE,,0,0,0.444594145,0.004998521,0.214052026,0.000812839,1046.33644,10,"(50670, 27)",['logit_feat'],
ETC,550,entropy,35,2,0.55,,FALSE,,0,0,0.460248533,0.001981423,0.075727167,0.000127719,4370.679379,5,"(114321, 99)",[],
ETC,1500,entropy,30,2,0.6,,FALSE,,0,0,0.457468419,0.001411222,0.084638403,0.000447407,14650.86524,5,"(114321, 121)",[],
ETC,600,entropy,30,2,0.55,,FALSE,,0,0,0.457478591,0.001306136,0.088348859,0.000462496,5315.381514,5,"(114321, 121)",[],"drop(8, 25, 46, 54, 63, 89, 107, 79, 75, 110)"
ETC,600,entropy,30,2,0.55,,FALSE,,0,0,0.457833804,0.001463929,0.088763449,0.000331323,4923.831775,5,"(114321, 118)",[],"drop(8, 25, 46, 54, 63, 89, 107, 79, 75, 110, v92, v100, v69)"
ETC,600,entropy,30,2,0.55,,FALSE,,0,0,0.457914369,0.001170533,0.102587519,0.000854428,7326.547321,5,"(114321, 118)",[],"drop(8, 25, 46, 54, 63, 89, 107, 79, 75, 110, v92, v100, v69)&scaled"
ETC,600,entropy,30,2,0.55,,FALSE,,0,0,0.457264335,0.001580649,0.089043015,0.000458338,5993.39839,5,"(114321, 121)",[],"drop(8, 25, 46, 54, 63, 89, 107, 79, 75, 110, v92, v100, v69),v50**0.125"
ETC,600,entropy,30,2,0.55,,FALSE,,0,0,0.45609993,0.00112733,0.083237088,0.000463616,9995.13822,5,"(114321, 121)",['logit_feat'],"drop(8, 25, 46, 54, 63, 89, 107, 79, 75, 110, v92, v100, v69),v50**0.125,logistic"
ETC,600,entropy,30,2,0.55,,FALSE,,0,0,0.456578855,0.001279067,0.083046275,0.000321676,9863.284736,5,"(114321, 121)",['logit_feat'],"drop(8, 25, 46, 54, 63, 89, 107, 79, 75, 110, v92, v100, v69),v50**0.125,log(v62+0.1)logistic"
ETC,600,entropy,33,2,0.55,,FALSE,,0,0,0.455717741,0.000853135,0.071116494,0.0002212,6477.779772,5,"(114321, 121)",['logit_feat'],"drop(8, 25, 46, 54, 63, 89, 107, 79, 75, 110, v92, v100, v69),v50**0.125,logistic"
ETC,5,entropy,2,1,0.1,,FALSE,,0,0,0.532483815,0.002183017,0.532104404,0.001906307,49.08369684,3,"(114321, 121)",[],
ETC,5,entropy,2,1,0.1,,FALSE,,0,0,0.532483815,0.002183017,0.532104404,0.001906307,49.34752512,3,"(114321, 121)",[],
ETC,5,entropy,2,1,0.1,,FALSE,,0,0,0.536720615,0.000136016,0.536643981,0.000201774,1.318578959,3,"(114321, 121)",[],
